date,county,fips,confirmed,deaths
4/21/2020,Niagara,0500000US36063,260,9
4/21/2020,Oneida,0500000US36065,284,6
4/21/2020,Onondaga,0500000US36067,514,26
4/21/2020,Ontario,0500000US36069,72,2
4/21/2020,Orange,0500000US36071,6576,181
4/21/2020,Orleans,0500000US36073,53,1
4/21/2020,Oswego,0500000US36075,49,0
4/21/2020,Otsego,0500000US36077,49,5
4/21/2020,Putnam,0500000US36079,605,38
4/21/2020,Rensselaer,0500000US36083,183,11
4/21/2020,Rockland,0500000US36087,9568,297
4/21/2020,Saratoga,0500000US36091,257,2
4/21/2020,Schenectady,0500000US36093,273,18
4/21/2020,Schoharie,0500000US36095,20,0
4/21/2020,Schuyler,0500000US36097,7,0
4/21/2020,Seneca,0500000US36099,18,1
4/21/2020,St. Lawrence,0500000US36089,120,1
4/21/2020,Steuben,0500000US36101,170,9
4/21/2020,Suffolk,0500000US36103,28154,918
4/21/2020,Sullivan,0500000US36105,555,8
4/21/2020,Tioga,0500000US36107,37,2
4/21/2020,Tompkins,0500000US36109,119,2
4/21/2020,Ulster,0500000US36111,893,2
4/21/2020,Warren,0500000US36113,102,6
4/21/2020,Washington,0500000US36115,68,0
4/21/2020,Wayne,0500000US36117,51,0
4/21/2020,Westchester,0500000US36119,24655,904
4/21/2020,Wyoming,0500000US36121,36,3
4/21/2020,Yates,0500000US36123,10,0
4/22/2020,Albany,0500000US36001,737,36
4/22/2020,Allegany,0500000US36003,30,0
4/22/2020,Broome,0500000US36007,219,8
4/22/2020,Cattaraugus,0500000US36009,37,0
4/22/2020,Cayuga,0500000US36011,36,1
4/22/2020,Chautauqua,0500000US36013,26,1
4/22/2020,Chemung,0500000US36015,75,2
4/22/2020,Chenango,0500000US36017,79,0
4/22/2020,Clinton,0500000US36019,51,3
4/22/2020,Columbia,0500000US36021,117,16
4/22/2020,Cortland,0500000US36023,25,0
4/22/2020,Delaware,0500000US36025,50,0
4/22/2020,Dutchess,0500000US36027,2391,57
4/22/2020,Erie,0500000US36029,2233,174
4/22/2020,Essex,0500000US36031,28,0
4/22/2020,Franklin,0500000US36033,13,0
4/22/2020,Fulton,0500000US36035,28,0
4/22/2020,Genesee,0500000US36037,122,2
4/22/2020,Greene,0500000US36039,87,0
4/22/2020,Hamilton,0500000US36041,3,0
4/22/2020,Herkimer,0500000US36043,53,1
4/22/2020,Jefferson,0500000US36045,54,0
4/22/2020,Lewis,0500000US36049,9,0
4/22/2020,Livingston,0500000US36051,39,2
4/22/2020,Madison,0500000US36053,106,3
4/22/2020,Monroe,0500000US36055,1112,72
4/22/2020,Montgomery,0500000US36057,38,1
4/22/2020,Nassau,0500000US36059,31555,1764
4/22/2020,New York City,0500000US,142442,10614
4/22/2020,Niagara,0500000US36063,268,10
4/22/2020,Oneida,0500000US36065,301,8
4/22/2020,Onondaga,0500000US36067,526,28
4/22/2020,Ontario,0500000US36069,73,3
4/22/2020,Orange,0500000US36071,6705,183
4/22/2020,Orleans,0500000US36073,56,1
4/22/2020,Oswego,0500000US36075,49,0
4/22/2020,Otsego,0500000US36077,49,5
4/22/2020,Putnam,0500000US36079,611,39
4/22/2020,Rensselaer,0500000US36083,186,11
4/22/2020,Rockland,0500000US36087,9699,309
4/22/2020,Saratoga,0500000US36091,264,2
4/22/2020,Schenectady,0500000US36093,280,19
4/22/2020,Schoharie,0500000US36095,20,0
4/22/2020,Schuyler,0500000US36097,7,0
4/22/2020,Seneca,0500000US36099,18,1
4/22/2020,St. Lawrence,0500000US36089,123,1
4/22/2020,Steuben,0500000US36101,171,9
4/22/2020,Suffolk,0500000US36103,28854,959
4/22/2020,Sullivan,0500000US36105,561,8
4/22/2020,Tioga,0500000US36107,39,2
4/22/2020,Tompkins,0500000US36109,119,2
4/22/2020,Ulster,0500000US36111,913,3
4/22/2020,Warren,0500000US36113,108,6
4/22/2020,Washington,0500000US36115,73,0
4/22/2020,Wayne,0500000US36117,52,0
4/22/2020,Westchester,0500000US36119,25275,932
4/22/2020,Wyoming,0500000US36121,40,3
4/22/2020,Yates,0500000US36123,11,1
4/23/2020,Albany,0500000US36001,758,41
4/23/2020,Allegany,0500000US36003,30,0
4/23/2020,Broome,0500000US36007,224,10
4/23/2020,Cattaraugus,0500000US36009,37,0
4/23/2020,Cayuga,0500000US36011,37,1
4/23/2020,Chautauqua,0500000US36013,26,1
4/23/2020,Chemung,0500000US36015,76,3
4/23/2020,Chenango,0500000US36017,82,0
4/23/2020,Clinton,0500000US36019,52,4
4/23/2020,Columbia,0500000US36021,123,16
4/23/2020,Cortland,0500000US36023,25,0
4/23/2020,Delaware,0500000US36025,50,0
4/23/2020,Dutchess,0500000US36027,2460,60
4/23/2020,Erie,0500000US36029,2450,179
4/23/2020,Essex,0500000US36031,22,0
4/23/2020,Franklin,0500000US36033,13,0
4/23/2020,Fulton,0500000US36035,28,0
4/23/2020,Genesee,0500000US36037,126,2
4/23/2020,Greene,0500000US36039,89,0
4/23/2020,Hamilton,0500000US36041,3,0
4/23/2020,Herkimer,0500000US36043,54,1
4/23/2020,Jefferson,0500000US36045,56,0
4/23/2020,Lewis,0500000US36049,9,0
4/23/2020,Livingston,0500000US36051,41,2
4/23/2020,Madison,0500000US36053,106,3
4/23/2020,Monroe,0500000US36055,1152,77
4/23/2020,Montgomery,0500000US36057,39,1
4/23/2020,Nassau,0500000US36059,32124,1813
4/23/2020,New York City,0500000US,145855,10889
4/23/2020,Niagara,0500000US36063,295,11
4/23/2020,Oneida,0500000US36065,317,8
4/23/2020,Onondaga,0500000US36067,600,28
4/23/2020,Ontario,0500000US36069,73,3
4/23/2020,Orange,0500000US36071,6816,190
4/23/2020,Orleans,0500000US36073,59,2
4/23/2020,Oswego,0500000US36075,49,0
4/23/2020,Otsego,0500000US36077,50,5
4/23/2020,Putnam,0500000US36079,615,41
4/23/2020,Rensselaer,0500000US36083,191,12
4/23/2020,Rockland,0500000US36087,9828,322
4/23/2020,Saratoga,0500000US36091,265,2
4/23/2020,Schenectady,0500000US36093,288,20
4/23/2020,Schoharie,0500000US36095,21,0
4/23/2020,Schuyler,0500000US36097,7,0
4/23/2020,Seneca,0500000US36099,18,1
4/23/2020,St. Lawrence,0500000US36089,139,1
4/23/2020,Steuben,0500000US36101,171,9
4/23/2020,Suffolk,0500000US36103,29567,994
4/23/2020,Sullivan,0500000US36105,580,8
4/23/2020,Tioga,0500000US36107,40,2
4/23/2020,Tompkins,0500000US36109,119,2
4/23/2020,Ulster,0500000US36111,942,3
4/23/2020,Warren,0500000US36113,119,7
4/23/2020,Washington,0500000US36115,80,0
4/23/2020,Wayne,0500000US36117,53,0
4/23/2020,Westchester,0500000US36119,25959,962
4/23/2020,Wyoming,0500000US36121,41,3
4/23/2020,Yates,0500000US36123,11,1
4/24/2020,Albany,0500000US36001,805,42
4/24/2020,Allegany,0500000US36003,31,0
4/24/2020,Broome,0500000US36007,232,11
4/24/2020,Cattaraugus,0500000US36009,39,0
4/24/2020,Cayuga,0500000US36011,39,1
4/24/2020,Chautauqua,0500000US36013,27,1
4/24/2020,Chemung,0500000US36015,79,3
4/24/2020,Chenango,0500000US36017,84,0
4/24/2020,Clinton,0500000US36019,53,4
4/24/2020,Columbia,0500000US36021,129,16
4/24/2020,Cortland,0500000US36023,25,0
4/24/2020,Delaware,0500000US36025,51,0
4/24/2020,Dutchess,0500000US36027,2517,63
4/24/2020,Erie,0500000US36029,2603,184
4/24/2020,Essex,0500000US36031,28,0
4/24/2020,Franklin,0500000US36033,13,0
4/24/2020,Fulton,0500000US36035,29,1
4/24/2020,Genesee,0500000US36037,127,2
4/24/2020,Greene,0500000US36039,90,0
4/24/2020,Hamilton,0500000US36041,3,0
4/24/2020,Herkimer,0500000US36043,56,1
4/24/2020,Jefferson,0500000US36045,58,0
4/24/2020,Lewis,0500000US36049,9,0
4/24/2020,Livingston,0500000US36051,44,2
4/24/2020,Madison,0500000US36053,106,3
4/24/2020,Monroe,0500000US36055,1199,78
4/24/2020,Montgomery,0500000US36057,39,1
4/24/2020,Nassau,0500000US36059,32765,1867
4/24/2020,New York City,0500000US,150484,11157
4/24/2020,Niagara,0500000US36063,332,11
4/24/2020,Oneida,0500000US36065,323,8
4/24/2020,Onondaga,0500000US36067,639,29
4/24/2020,Ontario,0500000US36069,73,3
4/24/2020,Orange,0500000US36071,7170,194
4/24/2020,Orleans,0500000US36073,60,2
4/24/2020,Oswego,0500000US36075,51,0
4/24/2020,Otsego,0500000US36077,50,5
4/24/2020,Putnam,0500000US36079,619,42
4/24/2020,Rensselaer,0500000US36083,198,12
4/24/2020,Rockland,0500000US36087,10091,334
4/24/2020,Saratoga,0500000US36091,278,2
4/24/2020,Schenectady,0500000US36093,297,20
4/24/2020,Schoharie,0500000US36095,21,0
4/24/2020,Schuyler,0500000US36097,7,0
4/24/2020,Seneca,0500000US36099,18,1
4/24/2020,St. Lawrence,0500000US36089,144,1
4/24/2020,Steuben,0500000US36101,171,10
4/24/2020,Suffolk,0500000US36103,30606,1035
4/24/2020,Sullivan,0500000US36105,628,9
4/24/2020,Tioga,0500000US36107,40,2
4/24/2020,Tompkins,0500000US36109,121,2
4/24/2020,Ulster,0500000US36111,976,3
4/24/2020,Warren,0500000US36113,122,7
4/24/2020,Washington,0500000US36115,83,0
4/24/2020,Wayne,0500000US36117,53,0
4/24/2020,Westchester,0500000US36119,26632,989
4/24/2020,Wyoming,0500000US36121,43,3
4/24/2020,Yates,0500000US36123,11,1
4/25/2020,Albany,0500000US36001,899,43
4/25/2020,Allegany,0500000US36003,35,0
4/25/2020,Broome,0500000US36007,251,13
4/25/2020,Cattaraugus,0500000US36009,45,1
4/25/2020,Cayuga,0500000US36011,47,1
4/25/2020,Chautauqua,0500000US36013,27,1
4/25/2020,Chemung,0500000US36015,103,3
4/25/2020,Chenango,0500000US36017,91,0
4/25/2020,Clinton,0500000US36019,54,4
4/25/2020,Columbia,0500000US36021,140,16
4/25/2020,Cortland,0500000US36023,28,0
4/25/2020,Delaware,0500000US36025,58,0
4/25/2020,Dutchess,0500000US36027,2660,65
4/25/2020,Erie,0500000US36029,2773,199
4/25/2020,Essex,0500000US36031,30,0
4/25/2020,Franklin,0500000US36033,14,0
4/25/2020,Fulton,0500000US36035,61,1
4/25/2020,Genesee,0500000US36037,141,2
4/25/2020,Greene,0500000US36039,107,0
4/25/2020,Hamilton,0500000US36041,3,0
4/25/2020,Herkimer,0500000US36043,56,1
4/25/2020,Jefferson,0500000US36045,59,0
4/25/2020,Lewis,0500000US36049,9,0
4/25/2020,Livingston,0500000US36051,58,2
4/25/2020,Madison,0500000US36053,121,3
4/25/2020,Monroe,0500000US36055,1285,82
4/25/2020,Montgomery,0500000US36057,46,1
4/25/2020,Nassau,0500000US36059,33798,1917
4/25/2020,New York City,0500000US,155124,11419
4/25/2020,Niagara,0500000US36063,344,11
4/25/2020,Oneida,0500000US36065,364,8
4/25/2020,Onondaga,0500000US36067,664,30
4/25/2020,Ontario,0500000US36069,82,3
4/25/2020,Orange,0500000US36071,7988,200
4/25/2020,Orleans,0500000US36073,75,3
4/25/2020,Oswego,0500000US36075,57,0
4/25/2020,Otsego,0500000US36077,60,5
4/25/2020,Putnam,0500000US36079,885,42
4/25/2020,Rensselaer,0500000US36083,221,12
4/25/2020,Rockland,0500000US36087,11091,340
4/25/2020,Saratoga,0500000US36091,320,3
4/25/2020,Schenectady,0500000US36093,431,21
4/25/2020,Schoharie,0500000US36095,33,0
4/25/2020,Schuyler,0500000US36097,7,0
4/25/2020,Seneca,0500000US36099,36,1
4/25/2020,St. Lawrence,0500000US36089,156,1
4/25/2020,Steuben,0500000US36101,204,10
4/25/2020,Suffolk,0500000US36103,31368,1085
4/25/2020,Sullivan,0500000US36105,689,9
4/25/2020,Tioga,0500000US36107,71,3
4/25/2020,Tompkins,0500000US36109,126,2
4/25/2020,Ulster,0500000US36111,1166,3
4/25/2020,Warren,0500000US36113,132,7
4/25/2020,Washington,0500000US36115,113,0
4/25/2020,Wayne,0500000US36117,65,0
4/25/2020,Westchester,0500000US36119,27230,1022
4/25/2020,Wyoming,0500000US36121,57,3
4/25/2020,Yates,0500000US36123,16,1
4/26/2020,Albany,0500000US36001,948,45
4/26/2020,Allegany,0500000US36003,35,0
4/26/2020,Broome,0500000US36007,257,13
4/26/2020,Cattaraugus,0500000US36009,45,1
4/26/2020,Cayuga,0500000US36011,47,1
4/26/2020,Chautauqua,0500000US36013,29,1
4/26/2020,Chemung,0500000US36015,106,3
4/26/2020,Chenango,0500000US36017,93,0
4/26/2020,Clinton,0500000US36019,57,4
4/26/2020,Columbia,0500000US36021,143,16
4/26/2020,Cortland,0500000US36023,28,0
4/26/2020,Delaware,0500000US36025,58,0
4/26/2020,Dutchess,0500000US36027,2729,65
4/26/2020,Erie,0500000US36029,2954,205
4/26/2020,Essex,0500000US36031,30,0
4/26/2020,Franklin,0500000US36033,14,0
4/26/2020,Fulton,0500000US36035,62,1
4/26/2020,Genesee,0500000US36037,144,2
4/26/2020,Greene,0500000US36039,110,0
4/26/2020,Hamilton,0500000US36041,3,0
4/26/2020,Herkimer,0500000US36043,57,1
4/26/2020,Jefferson,0500000US36045,60,0
4/26/2020,Lewis,0500000US36049,9,0
4/26/2020,Livingston,0500000US36051,60,2
4/26/2020,Madison,0500000US36053,123,3
4/26/2020,Monroe,0500000US36055,1316,85
4/26/2020,Montgomery,0500000US36057,47,1
4/26/2020,Nassau,0500000US36059,34522,1962
4/26/2020,New York City,0500000US,158268,11648
4/26/2020,Niagara,0500000US36063,368,11
4/26/2020,Oneida,0500000US36065,384,11
4/26/2020,Onondaga,0500000US36067,692,30
4/26/2020,Ontario,0500000US36069,84,3
4/26/2020,Orange,0500000US36071,8121,203
4/26/2020,Orleans,0500000US36073,80,4
4/26/2020,Oswego,0500000US36075,61,0
4/26/2020,Otsego,0500000US36077,60,5
4/26/2020,Putnam,0500000US36079,904,42
4/26/2020,Rensselaer,0500000US36083,242,13
4/26/2020,Rockland,0500000US36087,11256,349
4/26/2020,Saratoga,0500000US36091,330,3
4/26/2020,Schenectady,0500000US36093,449,22
4/26/2020,Schoharie,0500000US36095,35,0
4/26/2020,Schuyler,0500000US36097,7,0
4/26/2020,Seneca,0500000US36099,38,1
4/26/2020,St. Lawrence,0500000US36089,167,1
4/26/2020,Steuben,0500000US36101,207,10
4/26/2020,Suffolk,0500000US36103,32059,1115
4/26/2020,Sullivan,0500000US36105,724,10
4/26/2020,Tioga,0500000US36107,71,3
4/26/2020,Tompkins,0500000US36109,126,2
4/26/2020,Ulster,0500000US36111,1190,3
4/26/2020,Warren,0500000US36113,135,8
4/26/2020,Washington,0500000US36115,127,0
4/26/2020,Wayne,0500000US36117,65,0
4/26/2020,Westchester,0500000US36119,27664,1054
4/26/2020,Wyoming,0500000US36121,59,3
4/26/2020,Yates,0500000US36123,17,1
4/27/2020,Albany,0500000US36001,979,45
4/27/2020,Allegany,0500000US36003,35,0
4/27/2020,Broome,0500000US36007,261,14
4/27/2020,Cattaraugus,0500000US36009,45,1
4/27/2020,Cayuga,0500000US36011,48,1
4/27/2020,Chautauqua,0500000US36013,30,1
4/27/2020,Chemung,0500000US36015,108,3
4/27/2020,Chenango,0500000US36017,95,0
4/27/2020,Clinton,0500000US36019,59,4
4/27/2020,Columbia,0500000US36021,146,16
4/27/2020,Cortland,0500000US36023,28,0
4/27/2020,Delaware,0500000US36025,58,0
4/27/2020,Dutchess,0500000US36027,2793,66
4/27/2020,Erie,0500000US36029,3021,208
4/27/2020,Essex,0500000US36031,30,0
4/27/2020,Franklin,0500000US36033,14,0
4/27/2020,Fulton,0500000US36035,62,1
4/27/2020,Genesee,0500000US36037,148,2
4/27/2020,Greene,0500000US36039,111,0
4/27/2020,Hamilton,0500000US36041,3,0
4/27/2020,Herkimer,0500000US36043,58,1
4/27/2020,Jefferson,0500000US36045,60,0
4/27/2020,Lewis,0500000US36049,9,0
4/27/2020,Livingston,0500000US36051,62,2
4/27/2020,Madison,0500000US36053,124,3
4/27/2020,Monroe,0500000US36055,1331,89
4/27/2020,Montgomery,0500000US36057,47,1
4/27/2020,Nassau,0500000US36059,34865,2003
4/27/2020,New York City,0500000US,160499,11857
4/27/2020,Niagara,0500000US36063,378,11
4/27/2020,Oneida,0500000US36065,397,11
4/27/2020,Onondaga,0500000US36067,726,30
4/27/2020,Ontario,0500000US36069,86,3
4/27/2020,Orange,0500000US36071,8253,213
4/27/2020,Orleans,0500000US36073,80,4
4/27/2020,Oswego,0500000US36075,61,0
4/27/2020,Otsego,0500000US36077,62,5
4/27/2020,Putnam,0500000US36079,925,42
4/27/2020,Rensselaer,0500000US36083,246,17
4/27/2020,Rockland,0500000US36087,11366,355
4/27/2020,Saratoga,0500000US36091,336,3
4/27/2020,Schenectady,0500000US36093,457,22
4/27/2020,Schoharie,0500000US36095,35,0
4/27/2020,Schuyler,0500000US36097,7,0
4/27/2020,Seneca,0500000US36099,38,1
4/27/2020,St. Lawrence,0500000US36089,169,2
4/27/2020,Steuben,0500000US36101,209,10
4/27/2020,Suffolk,0500000US36103,32470,1147
4/27/2020,Sullivan,0500000US36105,748,11
4/27/2020,Tioga,0500000US36107,71,3
4/27/2020,Tompkins,0500000US36109,126,2
4/27/2020,Ulster,0500000US36111,1219,4
4/27/2020,Warren,0500000US36113,147,8
4/27/2020,Washington,0500000US36115,130,0
4/27/2020,Wayne,0500000US36117,69,0
4/27/2020,Westchester,0500000US36119,28007,1077
4/27/2020,Wyoming,0500000US36121,63,3
4/27/2020,Yates,0500000US36123,17,1
4/28/2020,Albany,0500000US36001,1009,45
4/28/2020,Allegany,0500000US36003,35,0
4/28/2020,Broome,0500000US36007,266,15
4/28/2020,Cattaraugus,0500000US36009,45,1
4/28/2020,Cayuga,0500000US36011,48,1
4/28/2020,Chautauqua,0500000US36013,30,1
4/28/2020,Chemung,0500000US36015,113,3
4/28/2020,Chenango,0500000US36017,95,0
4/28/2020,Clinton,0500000US36019,59,4
4/28/2020,Columbia,0500000US36021,154,16
4/28/2020,Cortland,0500000US36023,28,0
4/28/2020,Delaware,0500000US36025,59,0
4/28/2020,Dutchess,0500000US36027,2817,66
4/28/2020,Erie,0500000US36029,3089,216
4/28/2020,Essex,0500000US36031,32,0
4/28/2020,Franklin,0500000US36033,14,0
4/28/2020,Fulton,0500000US36035,66,1
4/28/2020,Genesee,0500000US36037,149,2
4/28/2020,Greene,0500000US36039,112,0
4/28/2020,Hamilton,0500000US36041,3,0
4/28/2020,Herkimer,0500000US36043,58,1
4/28/2020,Jefferson,0500000US36045,60,0
4/28/2020,Lewis,0500000US36049,9,0
4/28/2020,Livingston,0500000US36051,65,2
4/28/2020,Madison,0500000US36053,126,3
4/28/2020,Monroe,0500000US36055,1371,91
4/28/2020,Montgomery,0500000US36057,49,1
4/28/2020,Nassau,0500000US36059,35085,2039
4/28/2020,New York City,0500000US,162348,12067
4/28/2020,Niagara,0500000US36063,386,11
4/28/2020,Oneida,0500000US36065,411,12
4/28/2020,Onondaga,0500000US36067,742,31
4/28/2020,Ontario,0500000US36069,90,3
4/28/2020,Orange,0500000US36071,8389,223
4/28/2020,Orleans,0500000US36073,80,5
4/28/2020,Oswego,0500000US36075,63,0
4/28/2020,Otsego,0500000US36077,65,5
4/28/2020,Putnam,0500000US36079,932,45
4/28/2020,Rensselaer,0500000US36083,250,17
4/28/2020,Rockland,0500000US36087,11453,359
4/28/2020,Saratoga,0500000US36091,343,3
4/28/2020,Schenectady,0500000US36093,469,25
4/28/2020,Schoharie,0500000US36095,38,0
4/28/2020,Schuyler,0500000US36097,7,0
4/28/2020,Seneca,0500000US36099,38,1
4/28/2020,St. Lawrence,0500000US36089,170,2
4/28/2020,Steuben,0500000US36101,210,11
4/28/2020,Suffolk,0500000US36103,32724,1179
4/28/2020,Sullivan,0500000US36105,769,12
4/28/2020,Tioga,0500000US36107,82,4
4/28/2020,Tompkins,0500000US36109,126,2
4/28/2020,Ulster,0500000US36111,1230,5
4/28/2020,Warren,0500000US36113,150,8
4/28/2020,Washington,0500000US36115,131,0
4/28/2020,Wayne,0500000US36117,70,0
4/28/2020,Westchester,0500000US36119,28245,1096
4/28/2020,Wyoming,0500000US36121,63,3
4/28/2020,Yates,0500000US36123,17,1
4/29/2020,Albany,0500000US36001,1067,47
4/29/2020,Allegany,0500000US36003,35,0
4/29/2020,Broome,0500000US36007,273,15
4/29/2020,Cattaraugus,0500000US36009,47,1
4/29/2020,Cayuga,0500000US36011,48,1
4/29/2020,Chautauqua,0500000US36013,31,1
4/29/2020,Chemung,0500000US36015,119,3
4/29/2020,Chenango,0500000US36017,96,0
4/29/2020,Clinton,0500000US36019,59,4
4/29/2020,Columbia,0500000US36021,165,16
4/29/2020,Cortland,0500000US36023,28,0
4/29/2020,Delaware,0500000US36025,60,0
4/29/2020,Dutchess,0500000US36027,2881,69
4/29/2020,Erie,0500000US36029,3196,220
4/29/2020,Essex,0500000US36031,33,0
4/29/2020,Franklin,0500000US36033,15,0
4/29/2020,Fulton,0500000US36035,67,1
4/29/2020,Genesee,0500000US36037,152,2
4/29/2020,Greene,0500000US36039,114,0
4/29/2020,Hamilton,0500000US36041,3,0
4/29/2020,Herkimer,0500000US36043,58,1
4/29/2020,Jefferson,0500000US36045,60,0
4/29/2020,Lewis,0500000US36049,9,0
4/29/2020,Livingston,0500000US36051,67,2
4/29/2020,Madison,0500000US36053,126,3
4/29/2020,Monroe,0500000US36055,1404,93
4/29/2020,Montgomery,0500000US36057,51,1
4/29/2020,Nassau,0500000US36059,35505,2077
4/29/2020,New York City,0500000US,164852,12325
4/29/2020,Niagara,0500000US36063,401,11
4/29/2020,Oneida,0500000US36065,422,14
4/29/2020,Onondaga,0500000US36067,782,33
4/29/2020,Ontario,0500000US36069,90,3
4/29/2020,Orange,0500000US36071,8503,232
4/29/2020,Orleans,0500000US36073,85,5
4/29/2020,Oswego,0500000US36075,63,0
4/29/2020,Otsego,0500000US36077,66,5
4/29/2020,Putnam,0500000US36079,946,45
4/29/2020,Rensselaer,0500000US36083,262,17
4/29/2020,Rockland,0500000US36087,11586,364
4/29/2020,Saratoga,0500000US36091,346,3
4/29/2020,Schenectady,0500000US36093,479,25
4/29/2020,Schoharie,0500000US36095,39,0
4/29/2020,Schuyler,0500000US36097,7,0
4/29/2020,Seneca,0500000US36099,38,1
4/29/2020,St. Lawrence,0500000US36089,170,2
4/29/2020,Steuben,0500000US36101,214,11
4/29/2020,Suffolk,0500000US36103,33265,1205
4/29/2020,Sullivan,0500000US36105,811,12
4/29/2020,Tioga,0500000US36107,84,5
4/29/2020,Tompkins,0500000US36109,127,2
4/29/2020,Ulster,0500000US36111,1252,6
4/29/2020,Warren,0500000US36113,152,9
4/29/2020,Washington,0500000US36115,134,0
4/29/2020,Wayne,0500000US36117,70,0
4/29/2020,Westchester,0500000US36119,28625,1119
4/29/2020,Wyoming,0500000US36121,65,3
4/29/2020,Yates,0500000US36123,17,1
4/30/2020,Albany,0500000US36001,1165,53
4/30/2020,Allegany,0500000US36003,35,0
4/30/2020,Broome,0500000US36007,284,15
4/30/2020,Cattaraugus,0500000US36009,47,1
4/30/2020,Cayuga,0500000US36011,48,1
4/30/2020,Chautauqua,0500000US36013,33,1
4/30/2020,Chemung,0500000US36015,122,3
4/30/2020,Chenango,0500000US36017,98,0
4/30/2020,Clinton,0500000US36019,59,4
4/30/2020,Columbia,0500000US36021,170,16
4/30/2020,Cortland,0500000US36023,28,0
4/30/2020,Delaware,0500000US36025,61,0
4/30/2020,Dutchess,0500000US36027,2954,70
4/30/2020,Erie,0500000US36029,3319,227
4/30/2020,Essex,0500000US36031,34,0
4/30/2020,Franklin,0500000US36033,15,0
4/30/2020,Fulton,0500000US36035,71,1
4/30/2020,Genesee,0500000US36037,153,2
4/30/2020,Greene,0500000US36039,131,0
4/30/2020,Hamilton,0500000US36041,3,0
4/30/2020,Herkimer,0500000US36043,58,1
4/30/2020,Jefferson,0500000US36045,61,0
4/30/2020,Lewis,0500000US36049,9,0
4/30/2020,Livingston,0500000US36051,69,2
4/30/2020,Madison,0500000US36053,131,3
4/30/2020,Monroe,0500000US36055,1441,93
4/30/2020,Montgomery,0500000US36057,53,1
4/30/2020,Nassau,0500000US36059,35854,2111
4/30/2020,New York City,0500000US,167489,12514
4/30/2020,Niagara,0500000US36063,420,13
4/30/2020,Oneida,0500000US36065,439,14
4/30/2020,Onondaga,0500000US36067,832,35
4/30/2020,Ontario,0500000US36069,90,4
4/30/2020,Orange,0500000US36071,8665,237
4/30/2020,Orleans,0500000US36073,89,5
4/30/2020,Oswego,0500000US36075,63,0
4/30/2020,Otsego,0500000US36077,67,5
4/30/2020,Putnam,0500000US36079,970,45
4/30/2020,Rensselaer,0500000US36083,287,20
4/30/2020,Rockland,0500000US36087,11708,370
4/30/2020,Saratoga,0500000US36091,354,3
4/30/2020,Schenectady,0500000US36093,501,25
4/30/2020,Schoharie,0500000US36095,42,0
4/30/2020,Schuyler,0500000US36097,7,0
4/30/2020,Seneca,0500000US36099,39,1
4/30/2020,St. Lawrence,0500000US36089,173,2
4/30/2020,Steuben,0500000US36101,216,11
4/30/2020,Suffolk,0500000US36103,33664,1228
4/30/2020,Sullivan,0500000US36105,838,12
4/30/2020,Tioga,0500000US36107,88,6
4/30/2020,Tompkins,0500000US36109,128,2
4/30/2020,Ulster,0500000US36111,1279,7
4/30/2020,Warren,0500000US36113,176,9
4/30/2020,Washington,0500000US36115,148,0
4/30/2020,Wayne,0500000US36117,71,0
4/30/2020,Westchester,0500000US36119,28969,1144
4/30/2020,Wyoming,0500000US36121,65,3
4/30/2020,Yates,0500000US36123,18,1
